RegionID,SizeRank,City,RegionType,State,Metro,CountyName,Mean (2010),Mean (2020),Mean (2021(Q1)),Code,Originating Domestic Passengers 10%,Originating Domestic Passengers,AIRPORT,LATITUDE,LONGITUDE
6943,968,Santee,City,CA,San Diego-Carlsbad,San Diego County,406078.21,559623.75,626265.67,,,,,,
33874,1792,Saratoga,City,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1998526.72,2837520.0,3083879.67,,,,,,
47583,4563,Sausalito,City,CA,San Francisco-Oakland-Hayward,Marin County,1127042.54,1469518.25,1545009.33,,,,,,
54345,3937,Scotts Valley,City,CA,Santa Cruz-Watsonville,Santa Cruz County,775005.54,1005009.0,1067234.33,,,,,,
54352,2404,Seal Beach,City,CA,Los Angeles-Long Beach-Anaheim,Orange County,819956.14,993454.0,1017002.33,,,,,,
27011,1844,Seaside,City,CA,Salinas,Monterey County,426879.01,596953.08,640890.67,,,,,,
33910,1935,Sebastopol,City,CA,Santa Rosa,Sonoma County,688276.93,894604.42,966559.67,,,,,,
33935,1910,Selma,City,CA,Fresno,Fresno County,175537.38,244668.0,264359.67,,,,,,
7026,2858,Shafter,City,CA,Bakersfield,Kern County,170339.07,238961.5,261066.67,,,,,,
7035,23132,Shaver Lake,City,CA,Fresno,Fresno County,406401.1,474313.58,501438.67,,,,,,
29478,20699,Sheridan,City,CA,Sacramento--Roseville--Arden-Arcade,Placer County,276061.7,425895.25,443208.67,,,,,,
47677,1680,Shingle Springs,City,CA,Sacramento--Roseville--Arden-Arcade,El Dorado County,387199.9,509625.0,572601.67,,,,,,
47695,4939,Sierra Madre,City,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,851886.52,1092009.17,1160411.0,,,,,,
27103,4848,Signal Hill,City,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,440327.92,569115.42,595307.0,,,,,,
16389,7242,Silverado,City,CA,Los Angeles-Long Beach-Anaheim,Orange County,592489.48,741382.42,780265.67,,,,,,
27110,277,Simi Valley,City,CA,Oxnard-Thousand Oaks-Ventura,Ventura County,491230.04,616027.92,663450.0,,,,,,
29536,7608,Sloughhouse,City,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,422530.6,566550.75,612599.67,,,,,,
118160,29426,Soda Springs,City,CA,Sacramento--Roseville--Arden-Arcade,Placer County,478785.15,582516.83,623518.67,,,,,,
20544,4793,Solana Beach,City,CA,San Diego-Carlsbad,San Diego County,948860.52,1541453.58,1635556.0,,,,,,
34030,6468,Solvang,City,CA,Santa Maria-Santa Barbara,Santa Barbara County,706504.38,850848.5,928961.0,,,,,,
20546,12220,Somerset,City,CA,Sacramento--Roseville--Arden-Arcade,El Dorado County,292292.27,358754.75,397116.33,,,,,,
34037,12124,Somis,City,CA,Oxnard-Thousand Oaks-Ventura,Ventura County,903904.17,1124945.25,1195296.0,,,,,,
47746,1569,Sonoma,City,CA,Santa Rosa,Sonoma County,630957.44,815113.67,876601.67,,,,,,
40964,5202,Soquel,City,CA,Santa Cruz-Watsonville,Santa Cruz County,770021.43,993786.75,1066504.67,,,,,,
36502,2848,South El Monte,City,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,398335.54,532551.83,563442.67,,,,,,
47762,419,South Gate,City,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,346690.67,495940.67,528043.67,,,,,,
40979,1985,South Lake Tahoe,City,CA,Sacramento--Roseville--Arden-Arcade,El Dorado County,367676.04,472780.5,544086.0,,,,,,
27183,2265,South Pasadena,City,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,684569.15,1264881.42,1314065.0,,,,,,
13929,791,South San Francisco,City,CA,San Francisco-Oakland-Hayward,San Mateo County,784347.64,1154550.17,1171565.0,,,,,,
118217,3291,South San Jose Hills,City,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,349093.22,492284.08,519581.67,,,,,,
118225,928,South Whittier,City,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,416715.32,563224.83,604149.67,,,,,,
41025,623,Spring Valley,City,CA,San Diego-Carlsbad,San Diego County,371666.28,524022.08,588286.33,,,,,,
47812,12670,Springville,City,CA,Visalia-Porterville,Tulare County,282723.24,369437.25,395696.33,,,,,,
27244,3949,Stanford,City,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,2554478.11,3316047.17,3264660.33,,,,,,
42967,2097,Stanton,City,CA,Los Angeles-Long Beach-Anaheim,Orange County,409146.74,561589.75,599169.33,,,,,,
7266,80,Stockton,City,CA,Stockton-Lodi,San Joaquin County,207308.24,326153.0,361788.33,,,,,,
29320,7419,Strathmore,City,CA,Visalia-Porterville,Tulare County,131998.7,203041.42,223848.0,,,,,,
118339,25127,Sugarloaf,City,CA,Riverside-San Bernardino-Ontario,San Bernardino County,148671.15,212465.17,242858.67,,,,,,
47889,2126,Suisun City,City,CA,Vallejo-Fairfield,Solano County,298001.59,429998.5,462124.0,,,,,,
118379,11763,Sunnyslope,City,CA,Riverside-San Bernardino-Ontario,Riverside County,301281.91,441663.92,482383.33,,,,,,
54626,219,Sunnyvale,City,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1172651.92,1681120.92,1779297.67,,,,,,
7323,14254,Sunol,City,CA,San Francisco-Oakland-Hayward,Alameda County,984019.04,1253664.75,1273193.67,,,,,,
396553,23473,Sunol-Midtown,City,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,700032.77,1019924.83,1052091.67,,,,,,
43102,3185,Taft,City,CA,Bakersfield,Kern County,98193.77,144306.92,152755.67,,,,,,
20742,14605,Tahoe City,City,CA,Sacramento--Roseville--Arden-Arcade,Placer County,710845.74,937829.42,1008389.67,,,,,,
29400,17986,Tahoe Vista,City,CA,Sacramento--Roseville--Arden-Arcade,Placer County,458996.62,607360.75,670218.0,,,,,,
36324,21081,Tahoma,City,CA,Sacramento--Roseville--Arden-Arcade,El Dorado County,546949.18,720352.58,807670.0,,,,,,
54666,1712,Tehachapi,City,CA,Bakersfield,Kern County,229005.51,302875.25,330765.67,,,,,,
7386,291,Temecula,City,CA,Riverside-San Bernardino-Ontario,Riverside County,384503.88,510684.0,559145.67,,,,,,
14111,1598,Temple City,City,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,644122.18,803784.5,850312.33,,,,,,
41200,5836,Templeton,City,CA,San Luis Obispo-Paso Robles-Arroyo Grande,San Luis Obispo County,520405.03,661384.92,706282.67,,,,,,
34252,7781,Terra Bella,City,CA,Visalia-Porterville,Tulare County,144801.14,218598.5,245492.0,,,,,,
737786,23125,The Sea Ranch,City,CA,Santa Rosa,Sonoma County,798733.95,953244.92,1062551.0,,,,,,
34274,29199,Thornton,City,CA,Stockton-Lodi,San Joaquin County,251652.05,391023.67,408244.33,,,,,,
34278,270,Thousand Oaks,City,CA,Oxnard-Thousand Oaks-Ventura,Ventura County,628456.67,760657.58,809140.33,,,,,,
9403,6368,Thousand Palms,City,CA,Riverside-San Bernardino-Ontario,Riverside County,179411.74,271887.92,288012.67,,,,,,
36395,17118,Three Rivers,City,CA,Visalia-Porterville,Tulare County,262324.08,374002.58,420908.33,,,,,,
34285,5108,Tiburon,City,CA,San Francisco-Oakland-Hayward,Marin County,1910356.34,2679947.58,2837471.67,,,,,,
34295,10175,Tipton,City,CA,Visalia-Porterville,Tulare County,111029.41,169855.25,191016.33,,,,,,
36429,14181,Tollhouse,City,CA,Fresno,Fresno County,272152.23,372647.17,395616.0,,,,,,
50048,26202,Tomales,City,CA,San Francisco-Oakland-Hayward,Marin County,719509.96,926495.33,1006003.67,,,,,,
56780,7269,Topanga,City,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1059842.2,1345641.83,1449813.67,,,,,,
54722,244,Torrance,City,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,700441.07,897764.83,944984.0,,,,,,
7453,330,Tracy,City,CA,Stockton-Lodi,San Joaquin County,388259.96,548316.17,605152.0,,,,,,
7461,21551,Tranquillity,City,CA,Fresno,Fresno County,149151.98,209478.75,221039.67,,,,,,
48047,3112,Truckee,City,CA,Truckee-Grass Valley,Nevada County,568071.18,721907.75,832774.0,,,,,,
7484,669,Tulare,City,CA,Visalia-Porterville,Tulare County,166944.17,233075.75,254416.33,,,,,,
27491,508,Tustin,City,CA,Los Angeles-Long Beach-Anaheim,Orange County,611423.16,767122.42,808544.0,,,,,,
41317,2768,Twentynine Palms,City,CA,Riverside-San Bernardino-Ontario,San Bernardino County,109319.06,161943.67,183999.0,,,,,,
41333,712,Union City,City,CA,San Francisco-Oakland-Hayward,Alameda County,656407.72,954160.58,1038948.67,,,,,,
27512,586,Upland,City,CA,Riverside-San Bernardino-Ontario,San Bernardino County,461516.02,600668.67,650234.0,,,,,,
41446,377,Vacaville,City,CA,Vallejo-Fairfield,Solano County,346173.25,481609.83,519778.0,,,,,,
118694,2714,Valinda,City,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,397497.5,544546.92,580286.67,,,,,,
34520,295,Vallejo,City,CA,Vallejo-Fairfield,Solano County,293534.88,444555.92,477178.0,,,,,,
7662,2651,Valley Center,City,CA,San Diego-Carlsbad,San Diego County,503979.67,646764.67,706946.67,,,,,,
14350,27454,Valley Ford,City,CA,Santa Rosa,Sonoma County,812300.12,901367.08,937096.67,,,,,,
34543,331,Ventura,City,CA,Oxnard-Thousand Oaks-Ventura,Ventura County,493680.6,624268.0,670704.67,,,,,,
396550,4732,View Park-Windsor Hills,City,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,650666.9,1032476.67,1121215.67,,,,,,
54970,7714,Villa Park,City,CA,Los Angeles-Long Beach-Anaheim,Orange County,1169023.66,1413002.08,1507197.67,,,,,,
21114,213,Visalia,City,CA,Visalia-Porterville,Tulare County,195706.08,263465.75,288701.67,,,,,,
41517,310,Vista,City,CA,San Diego-Carlsbad,San Diego County,429082.33,582706.58,641634.33,,,,,,
34636,1888,Walnut,City,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,695873.61,810744.83,858700.67,,,,,,
34637,514,Walnut Creek,City,CA,San Francisco-Oakland-Hayward,Contra Costa County,554720.02,770134.42,833314.33,,,,,,
34638,12373,Walnut Grove,City,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,285789.51,419325.5,472013.67,,,,,,
55036,16674,Warner Springs,City,CA,San Diego-Carlsbad,San Diego County,262664.3,326750.08,378821.33,,,,,,
36412,2100,Wasco,City,CA,Bakersfield,Kern County,152782.47,215558.92,233956.0,,,,,,
7784,543,Watsonville,City,CA,Santa Cruz-Watsonville,Santa Cruz County,469985.94,648553.42,689866.33,,,,,,
55078,14069,Weldon,City,CA,Bakersfield,Kern County,86015.22,137024.58,145152.0,,,,,,
118875,6187,West Athens,City,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,385015.12,578459.58,623472.67,,,,,,
118878,2680,West Carson,City,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,433736.27,601674.42,637721.0,,,,,,
118880,16855,West Compton,City,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,374191.47,536202.25,579211.0,,,,,,
14542,334,West Covina,City,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,459317.72,606498.25,643095.67,,,,,,
48424,1582,West Hollywood,City,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,747735.56,983058.92,1008794.0,,,,,,
118895,2812,West Puente Valley,City,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,378077.18,521062.25,552264.33,,,,,,
41665,1016,West Sacramento,City,CA,Sacramento--Roseville--Arden-Arcade,Yolo County,290019.23,406520.42,436797.0,,,,,,
41673,4101,Westlake Village,City,CA,Oxnard-Thousand Oaks-Ventura,Ventura County,871579.67,1082615.33,1147998.67,,,,,,
34780,453,Westminster,City,CA,Los Angeles-Long Beach-Anaheim,Orange County,573065.67,749231.92,793137.33,,,,,,
118914,1784,Westmont,City,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,345475.41,543252.42,581963.67,,,,,,
14634,217,Whittier,City,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,437946.3,588705.0,630690.0,,,,,,
57132,1574,Wildomar,City,CA,Riverside-San Bernardino-Ontario,Riverside County,320504.47,443515.33,488400.67,,,,,,
118994,2720,Willowbrook,City,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,303642.56,473796.83,502259.67,,,,,,
55226,8866,Wilton,City,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,508321.7,729468.67,805147.67,,,,,,
57317,1797,Winchester,City,CA,Riverside-San Bernardino-Ontario,Riverside County,349757.14,473979.5,521778.0,,,,,,
36288,2153,Windsor,City,CA,Santa Rosa,Sonoma County,495387.62,662704.0,700261.67,,,,,,
7981,5678,Winters,City,CA,Sacramento--Roseville--Arden-Arcade,Yolo County,345313.82,480723.75,511937.0,,,,,,
56684,15194,Wofford Heights,City,CA,Bakersfield,Kern County,129758.49,169189.33,182730.0,,,,,,
21363,17464,Woodacre,City,CA,San Francisco-Oakland-Hayward,Marin County,750029.26,908041.08,987715.33,,,,,,
22736,18640,Woodbridge,City,CA,Stockton-Lodi,San Joaquin County,341668.34,467824.75,513784.67,,,,,,
36355,5429,Woodlake,City,CA,Visalia-Porterville,Tulare County,146937.1,209736.42,230321.33,,,,,,
48569,811,Woodland,City,CA,Sacramento--Roseville--Arden-Arcade,Yolo County,309965.03,425896.67,454582.67,,,,,,
34907,5054,Woodside,City,CA,San Francisco-Oakland-Hayward,San Mateo County,2433770.93,3811010.75,3821912.67,,,,,,
21395,10248,Wrightwood,City,CA,Riverside-San Bernardino-Ontario,San Bernardino County,247845.49,333167.17,364163.0,,,,,,
21412,701,Yorba Linda,City,CA,Los Angeles-Long Beach-Anaheim,Orange County,739693.38,900711.33,962571.33,,,,,,
55293,12149,Yountville,City,CA,Napa,Napa County,728736.84,1042332.25,1106922.0,,,,,,
21417,1024,Yucaipa,City,CA,Riverside-San Bernardino-Ontario,San Bernardino County,298274.97,411549.33,444242.67,,,,,,
28063,2343,Yucca Valley,City,CA,Riverside-San Bernardino-Ontario,San Bernardino County,162531.24,244563.83,271622.67,,,,,,
119114,14831,Acres Green,City,CO,Denver-Aurora-Lakewood,Douglas County,319841.69,437173.67,476055.0,,,,,,
16285,27575,Allenspark,City,CO,Boulder,Boulder County,264911.22,384988.25,408491.0,,,,,,
16729,18418,Alma,City,CO,Denver-Aurora-Lakewood,Park County,284581.97,372398.17,390859.67,,,,,,
119157,6365,Applewood,City,CO,Denver-Aurora-Lakewood,Jefferson County,439192.5,635377.25,698141.0,,,,,,
10181,313,Arvada,City,CO,Denver-Aurora-Lakewood,Jefferson County,328146.89,476771.08,520248.67,,,,,,
3468,4988,Aspen,City,CO,Glenwood Springs,Pitkin County,1564936.37,2073428.42,2160584.33,,,,,,
55446,22277,Atwood,City,CO,Sterling,Logan County,156642.94,214879.75,223650.67,,,,,,
43991,11580,Ault,City,CO,Greeley,Weld County,247053.9,370884.83,388501.67,,,,,,
16846,57,Aurora,City,CO,Denver-Aurora-Lakewood,Arapahoe County,255152.63,379275.83,405112.33,,,,,,
3494,7364,Avon,City,CO,Edwards,Eagle County,409066.32,523084.67,516693.0,,,,,,
16865,6741,Bailey,City,CO,Denver-Aurora-Lakewood,Park County,281501.69,397359.67,416102.0,,,,,,
35225,5546,Basalt,City,CO,Edwards,Eagle County,539080.01,678611.75,690046.0,,,,,,
37365,14798,Bellvue,City,CO,Fort Collins,Larimer County,326493.64,459070.92,496980.0,,,,,,
50963,22037,Bennett,City,CO,Denver-Aurora-Lakewood,Adams County,208099.56,323985.83,343748.33,,,,,,
119221,5405,Berkley,City,CO,Denver-Aurora-Lakewood,Adams County,249331.52,411453.58,448377.67,,,,,,
48972,4235,Berthoud,City,CO,Fort Collins,Larimer County,347581.59,477456.75,503589.33,,,,,,
21427,19979,Beulah,City,CO,Pueblo,Pueblo County,178355.82,253589.67,268907.0,,,,,,
30543,264,Boulder,City,CO,Boulder,Boulder County,600821.43,810306.08,853763.67,,,,,,
8179,17998,Bow Mar,City,CO,Denver-Aurora-Lakewood,Arapahoe County,1174285.35,1549608.17,1655149.67,,,,,,
17163,1448,Brighton,City,CO,Denver-Aurora-Lakewood,Adams County,272946.51,397687.83,427527.0,,,,,,
10574,822,Broomfield,City,CO,Denver-Aurora-Lakewood,Broomfield County,364476.62,495252.92,527378.33,,,,,,
10591,6754,Brush,City,CO,Fort Morgan,Morgan County,135085.89,193934.83,202426.67,,,,,,
16394,11010,Byers,City,CO,Denver-Aurora-Lakewood,Arapahoe County,298604.78,455473.08,494398.33,,,,,,
34984,19317,Carr,City,CO,Greeley,Weld County,385295.57,552232.67,585250.67,,,,,,
23984,860,Castle Rock,City,CO,Denver-Aurora-Lakewood,Douglas County,389063.55,510184.42,553878.0,,,,,,
44515,362,Centennial,City,CO,Denver-Aurora-Lakewood,Arapahoe County,373578.79,509452.08,543073.67,,,,,,
37852,7360,Cherry Hills Village,City,CO,Denver-Aurora-Lakewood,Arapahoe County,1631043.46,2010719.0,2111589.33,,,,,,
44615,26810,Clark,City,CO,Steamboat Springs,Routt County,429586.67,512454.0,564385.33,,,,,,
44647,4011,Clifton,City,CO,Grand Junction,Mesa County,148183.08,211712.67,229220.0,,,,,,
119390,18289,Coal Creek,City,CO,Denver-Aurora-Lakewood,Jefferson County,340663.49,485851.67,527630.33,,,,,,
10909,17430,Collbran,City,CO,Grand Junction,Mesa County,237686.12,316310.92,341228.0,,,,,,
260536,14001,Colorado City,City,CO,Pueblo,Pueblo County,174825.75,241979.0,262934.33,,,,,,
4172,42,Colorado Springs,City,CO,Colorado Springs,El Paso County,243776.71,347575.42,381701.33,,,,,,
119404,2378,Columbine,City,CO,Denver-Aurora-Lakewood,Jefferson County,346848.42,487243.25,532904.33,,,,,,
24170,19961,Columbine Valley,City,CO,Denver-Aurora-Lakewood,Arapahoe County,830951.66,1071349.42,1141677.0,,,,,,
17545,1096,Commerce City,City,CO,Denver-Aurora-Lakewood,Adams County,271938.08,399746.17,429996.67,,,,,,
4197,6485,Conifer,City,CO,Denver-Aurora-Lakewood,Jefferson County,412217.41,589036.5,638993.0,,,,,,
38056,4511,Craig,City,CO,Craig,Moffat County,182151.38,208469.75,213902.0,,,,,,
55457,14552,Cripple Creek,City,CO,Colorado Springs,Teller County,150690.54,199163.0,209436.67,,,,,,
55406,9317,Dacono,City,CO,Greeley,Weld County,265267.47,389200.67,407264.33,,,,,,
51670,14581,De Beque,City,CO,Grand Junction,Mesa County,175874.78,240727.75,265725.0,,,,,,
36867,18407,Deer Trail,City,CO,Denver-Aurora-Lakewood,Arapahoe County,222105.84,336850.42,360483.0,,,,,,
11093,23,Denver,City,CO,Denver-Aurora-Lakewood,Denver County,337312.54,482499.83,507819.33,DEN,"1,241,394",12413940.0,Denver Intl,39.85840806,-104.6670019
119469,7840,Derby,City,CO,Denver-Aurora-Lakewood,Adams County,186068.57,308839.83,332382.33,,,,,,
17781,10029,Divide,City,CO,Colorado Springs,Teller County,245316.34,336141.25,350669.0,,,,,,
15417,18584,Drake,City,CO,Fort Collins,Larimer County,272492.89,406491.08,444079.0,,,,,,
8747,20813,Eagle,City,CO,Edwards,Eagle County,420275.1,542406.67,536870.67,,,,,,
396043,27408,East Pleasant View,City,CO,Denver-Aurora-Lakewood,Jefferson County,334926.44,483792.5,532241.67,,,,,,
31349,14567,Eaton,City,CO,Greeley,Weld County,264308.64,370076.25,386380.0,,,,,,
38324,9026,Edgewater,City,CO,Denver-Aurora-Lakewood,Jefferson County,296837.94,467126.92,510479.33,,,,,,
36876,5927,Edwards,City,CO,Edwards,Eagle County,794017.18,983396.42,978995.0,,,,,,
51865,6049,Elbert,City,CO,Colorado Springs,El Paso County,352346.88,470779.58,504374.67,,,,,,
8474,27291,Eldorado Springs,City,CO,Boulder,Boulder County,437858.62,595780.42,637417.0,,,,,,
4548,4551,Elizabeth,City,CO,Denver-Aurora-Lakewood,Elbert County,391054.51,548789.58,572236.0,,,,,,
4592,1503,Englewood,City,CO,Denver-Aurora-Lakewood,Arapahoe County,292377.03,435592.17,467183.0,,,,,,
38414,3213,Erie,City,CO,Greeley,Weld County,426092.72,567934.92,600684.67,,,,,,
45186,5784,Estes Park,City,CO,Fort Collins,Larimer County,383054.46,513839.25,548903.33,,,,,,
51948,2916,Evans,City,CO,Greeley,Weld County,198546.23,311317.83,326173.67,,,,,,
24634,2318,Evergreen,City,CO,Denver-Aurora-Lakewood,Jefferson County,486809.03,679516.83,738142.0,,,,,,
24665,16596,Fairplay,City,CO,Denver-Aurora-Lakewood,Park County,285853.0,373403.58,392634.33,,,,,,
52003,4298,Federal Heights,City,CO,Denver-Aurora-Lakewood,Adams County,201200.74,317892.08,337049.0,,,,,,
31558,5381,Firestone,City,CO,Greeley,Weld County,324242.17,443442.08,465161.0,,,,,,
42452,21606,Fleming,City,CO,Sterling,Logan County,105639.83,143203.92,148762.33,,,,,,
18127,9270,Florissant,City,CO,Colorado Springs,Teller County,218265.51,301167.67,314827.0,,,,,,
4764,154,Fort Collins,City,CO,Fort Collins,Larimer County,319805.04,438372.5,459677.0,,,,,,
52071,3622,Fort Lupton,City,CO,Greeley,Weld County,241468.22,373812.42,392128.33,,,,,,
4776,3379,Fort Morgan,City,CO,Fort Morgan,Morgan County,157326.78,226811.75,236574.0,,,,,,
4790,2104,Fountain,City,CO,Colorado Springs,El Paso County,209840.6,304315.5,340204.0,,,,,,
31633,22596,Foxfield,City,CO,Denver-Aurora-Lakewood,Arapahoe County,662567.48,898088.17,952012.67,,,,,,
55662,6375,Franktown,City,CO,Denver-Aurora-Lakewood,Douglas County,576356.93,760537.08,829837.0,,,,,,
52113,5604,Frederick,City,CO,Greeley,Weld County,317277.88,439354.5,459738.0,,,,,,
21839,3900,Fruita,City,CO,Grand Junction,Mesa County,235473.53,314829.33,334319.33,,,,,,
52165,26963,Garden City,City,CO,Greeley,Weld County,128805.88,215713.92,231118.33,,,,,,
119632,13122,Genesee,City,CO,Denver-Aurora-Lakewood,Jefferson County,637379.44,851683.25,919119.0,,,,,,
36577,18592,Gilcrest,City,CO,Greeley,Weld County,179171.32,281335.67,298527.67,,,,,,
31743,22099,Gill,City,CO,Greeley,Weld County,307423.05,461032.0,489443.0,,,,,,
52230,8808,Glendale,City,CO,Denver-Aurora-Lakewood,Arapahoe County,203356.22,303304.5,316138.0,,,,,,
119655,8705,Gleneagle,City,CO,Colorado Springs,El Paso County,365357.55,479737.33,521909.67,,,,,,
119662,29449,Gold Hill,City,CO,Boulder,Boulder County,329226.3,461175.92,498259.33,,,,,,
45470,2300,Golden,City,CO,Denver-Aurora-Lakewood,Jefferson County,442544.32,636564.92,693245.33,,,,,,
31819,380,Grand Junction,City,CO,Grand Junction,Mesa County,207438.16,276053.75,292400.0,,,,,,
4960,17138,Grant,City,CO,Denver-Aurora-Lakewood,Park County,226784.48,332577.33,349138.67,,,,,,
11695,407,Greeley,City,CO,Greeley,Weld County,225102.12,336387.08,352096.67,,,,,,
31845,23125,Green Mountain Falls,City,CO,Colorado Springs,El Paso County,206062.39,310067.42,340884.33,,,,,,
38807,3829,Greenwood Village,City,CO,Denver-Aurora-Lakewood,Arapahoe County,860476.37,1093915.92,1155305.67,,,,,,
11751,22564,Guffey,City,CO,Denver-Aurora-Lakewood,Park County,265781.33,355581.17,371395.0,,,,,,
15404,4605,Gypsum,City,CO,Edwards,Eagle County,280219.72,371244.33,385850.0,,,,,,
11824,20599,Hartsel,City,CO,Denver-Aurora-Lakewood,Park County,204915.88,277247.92,288991.67,,,,,,
23000,12892,Hayden,City,CO,Steamboat Springs,Routt County,256196.06,311580.83,341589.67,,,,,,
38992,405,Highlands Ranch,City,CO,Denver-Aurora-Lakewood,Douglas County,418355.91,552426.25,597911.67,,,,,,
29995,9838,Hudson,City,CO,Greeley,Weld County,338505.02,534395.58,564025.33,,,,,,
16589,29449,Idledale,City,CO,Denver-Aurora-Lakewood,Jefferson County,304277.4,456535.08,506375.0,,,,,,
12042,24838,Indian Hills,City,CO,Denver-Aurora-Lakewood,Jefferson County,339307.51,500304.33,551726.0,,,,,,
32194,27166,Jamestown,City,CO,Boulder,Boulder County,329129.74,462119.17,501200.67,,,,,,
45936,25127,Jefferson,City,CO,Denver-Aurora-Lakewood,Park County,210729.59,283799.0,298422.0,,,,,,
18759,7617,Johnstown,City,CO,Greeley,Weld County,299154.9,408183.75,425902.0,,,,,,
32273,14858,Keenesburg,City,CO,Greeley,Weld County,322752.88,483098.0,508334.67,,,,,,
119842,1733,Ken Caryl,City,CO,Denver-Aurora-Lakewood,Jefferson County,316497.97,453317.0,490303.67,,,,,,
48991,11696,Kersey,City,CO,Greeley,Weld County,260313.8,401945.25,427570.33,,,,,,
21854,11878,Kiowa,City,CO,Denver-Aurora-Lakewood,Elbert County,354652.08,510798.58,535666.0,,,,,,
42203,27609,Kittredge,City,CO,Denver-Aurora-Lakewood,Jefferson County,290093.58,409504.08,450871.33,,,,,,
29776,8453,La Salle,City,CO,Greeley,Weld County,229335.9,352821.5,373115.67,,,,,,
12251,2824,Lafayette,City,CO,Boulder,Boulder County,383014.69,533674.25,567932.67,,,,,,
46104,18998,Lake George,City,CO,Denver-Aurora-Lakewood,Park County,222490.04,296909.75,311154.67,,,,,,
5519,208,Lakewood,City,CO,Denver-Aurora-Lakewood,Jefferson County,314094.3,461899.67,501813.0,,,,,,
18954,14144,Laporte,City,CO,Fort Collins,Larimer County,290976.83,419840.67,449429.0,,,,,,
8471,7932,Larkspur,City,CO,Denver-Aurora-Lakewood,Douglas County,545363.11,704736.58,770419.67,,,,,,
19055,1157,Littleton,City,CO,Denver-Aurora-Lakewood,Arapahoe County,363218.58,509699.92,545727.67,,,,,,
12412,13239,Livermore,City,CO,Fort Collins,Larimer County,324402.03,455428.92,481580.0,,,,,,
29819,9813,Lochbuie,City,CO,Greeley,Weld County,231735.58,359339.75,378399.67,,,,,,
36148,19578,Loma,City,CO,Grand Junction,Mesa County,314204.92,435435.08,483117.0,,,,,,
46297,3980,Lone Tree,City,CO,Denver-Aurora-Lakewood,Douglas County,578729.4,732234.08,784792.0,,,,,,
32563,521,Longmont,City,CO,Boulder,Boulder County,304852.11,427783.25,455165.67,,,,,,
19107,3044,Louisville,City,CO,Boulder,Boulder County,486893.38,658174.25,698839.0,,,,,,
46323,19114,Louviers,City,CO,Denver-Aurora-Lakewood,Douglas County,290389.53,417887.83,455434.33,,,,,,
46325,455,Loveland,City,CO,Fort Collins,Larimer County,281808.29,390961.25,410790.33,,,,,,
12486,9256,Lyons,City,CO,Boulder,Boulder County,414731.64,576730.5,617444.0,,,,,,
25730,8145,Manitou Springs,City,CO,Colorado Springs,El Paso County,312465.47,429413.33,469275.67,,,,,,
25835,17744,Mead,City,CO,Greeley,Weld County,345672.08,473922.92,494545.33,,,,,,
9061,27477,Mesa,City,CO,Grand Junction,Mesa County,274622.46,346252.25,388164.33,,,,,,
46547,7198,Milliken,City,CO,Greeley,Weld County,241344.57,353569.08,372263.0,,,,,,
12785,28216,Molina,City,CO,Grand Junction,Mesa County,289702.45,378206.92,431448.0,,,,,,
12817,1716,Montrose,City,CO,Montrose,Montrose County,232846.96,297984.83,312604.67,,,,,,
6030,2598,Monument,City,CO,Colorado Springs,El Paso County,439365.52,590386.0,626243.33,,,,,,
12834,2776,Morrison,City,CO,Denver-Aurora-Lakewood,Jefferson County,361992.65,517987.92,561984.67,,,,,,
120074,24934,Mountain View,City,CO,Denver-Aurora-Lakewood,Jefferson County,293665.91,473806.33,527628.67,,,,,,
22292,9768,Nederland,City,CO,Boulder,Boulder County,376703.28,514390.58,551559.0,,,,,,
33124,13159,Niwot,City,CO,Boulder,Boulder County,610732.28,816404.33,854144.0,,,,,,
