RegionID,SizeRank,City,RegionType,State,Metro,CountyName,Mean (2010),Mean (2020),Mean (2021(Q1)),Code,Originating Domestic Passengers 10%,Originating Domestic Passengers,AIRPORT,LATITUDE,LONGITUDE
23482,75,Anchorage,City,AK,Anchorage,Anchorage Borough,286729.15,328921.83,347993.67,,,,,,
16838,957,Auburn,City,AL,Auburn-Opelika,Lee County,209775.66,259125.33,272677.33,,,,,,
3489,16811,Autaugaville,City,AL,Montgomery,Autauga County,210714.9,239229.75,234895.33,,,,,,
3562,3053,Bay Minette,City,AL,Daphne-Fairhope-Foley,Baldwin County,115806.79,147663.5,156387.67,,,,,,
21764,9409,Berry,City,AL,Tuscaloosa,Tuscaloosa County,93183.58,113776.92,119570.33,,,,,,
51002,15963,Billingsley,City,AL,Montgomery,Autauga County,195547.87,215848.58,224769.33,,,,,,
44250,25351,Bon Secour,City,AL,Daphne-Fairhope-Foley,Baldwin County,120565.05,176862.08,185409.67,,,,,,
3842,9148,Brookwood,City,AL,Tuscaloosa,Tuscaloosa County,116715.34,146219.08,153829.67,,,,,,
17223,14117,Buhl,City,AL,Tuscaloosa,Tuscaloosa County,137671.11,162567.33,167242.0,,,,,,
3947,11307,Camp Hill,City,AL,Alexander City,Tallapoosa County,56549.0,66604.08,68825.67,,,,,,
30870,7772,Chickasaw,City,AL,Mobile,Mobile County,65884.62,76577.83,79999.67,,,,,,
8211,8552,Chunchula,City,AL,Mobile,Mobile County,122767.38,150714.42,160668.0,,,,,,
48822,5499,Citronelle,City,AL,Mobile,Mobile County,97173.15,119594.92,124554.67,,,,,,
44672,8704,Coker,City,AL,Tuscaloosa,Tuscaloosa County,155117.34,187843.17,197054.67,,,,,,
36819,4921,Cottondale,City,AL,Tuscaloosa,Tuscaloosa County,131991.6,155312.0,162925.67,,,,,,
10989,14411,Creola,City,AL,Mobile,Mobile County,120877.92,147152.75,154053.33,,,,,,
14948,2467,Daphne,City,AL,Daphne-Fairhope-Foley,Baldwin County,182422.92,220765.58,232714.33,,,,,,
35035,3633,Deatsville,City,AL,Montgomery,Elmore County,169907.17,195622.0,207379.0,,,,,,
31276,9686,Duncanville,City,AL,Tuscaloosa,Tuscaloosa County,132553.2,154091.0,162565.0,,,,,,
17929,6843,Eight Mile,City,AL,Mobile,Mobile County,105652.68,126085.08,133230.67,,,,,,
43800,5992,Elberta,City,AL,Daphne-Fairhope-Foley,Baldwin County,163254.84,222547.58,238347.33,,,,,,
4660,1741,Fairhope,City,AL,Daphne-Fairhope-Foley,Baldwin County,249495.08,318831.0,338140.67,,,,,,
24739,2192,Foley,City,AL,Daphne-Fairhope-Foley,Baldwin County,143060.7,190343.58,202661.33,,,,,,
43683,12045,Fosters,City,AL,Tuscaloosa,Tuscaloosa County,143951.31,170143.42,177760.67,,,,,,
11667,4114,Grand Bay,City,AL,Mobile,Mobile County,119039.63,140970.42,150857.67,,,,,,
18411,4118,Gulf Shores,City,AL,Daphne-Fairhope-Foley,Baldwin County,206065.57,285999.58,314350.0,,,,,,
42276,10832,Hope Hull,City,AL,Montgomery,Montgomery County,153026.88,176427.08,186020.67,,,,,,
12066,4886,Irvington,City,AL,Mobile,Mobile County,107979.72,129460.5,139782.0,,,,,,
12105,1724,Jasper,City,AL,Birmingham-Hoover,Walker County,107881.46,121183.08,124043.0,,,,,,
22147,23752,Jones,City,AL,Montgomery,Autauga County,145245.78,160784.33,165245.67,,,,,,
25479,27444,Lake View,City,AL,Tuscaloosa,Tuscaloosa County,176779.79,209211.33,215701.0,,,,,,
39533,5366,Loxley,City,AL,Daphne-Fairhope-Foley,Baldwin County,146029.47,187576.08,198561.33,,,,,,
5803,13046,Marbury,City,AL,Montgomery,Autauga County,182016.79,206470.17,208795.0,,,,,,
32900,92,Mobile,City,AL,Mobile,Mobile County,112277.7,132559.75,142413.0,,,,,,
32931,132,Montgomery,City,AL,Montgomery,Montgomery County,91340.52,95253.33,101939.0,,,,,,
12850,7182,Moundville,City,AL,Tuscaloosa,Hale County,124564.42,147080.5,152571.67,,,,,,
26215,1521,Northport,City,AL,Tuscaloosa,Tuscaloosa County,174588.54,207276.33,216120.33,,,,,,
46904,1374,Opelika,City,AL,Auburn-Opelika,Lee County,147619.35,180853.25,191388.33,,,,,,
13128,16339,Orrville,City,AL,Selma,Dallas County,47984.83,47181.08,48140.0,,,,,,
6426,10068,Parrish,City,AL,Birmingham-Hoover,Walker County,63041.71,68270.75,68909.33,,,,,,
6487,1311,Phenix City,City,AL,Columbus,Russell County,113413.26,125985.5,132493.33,,,,,,
13286,5023,Pike Road,City,AL,Montgomery,Montgomery County,282003.43,293072.75,303075.67,,,,,,
396302,20418,Plantersville,City,AL,Selma,Dallas County,95500.72,105534.5,107761.33,,,,,,
54001,1193,Prattville,City,AL,Montgomery,Autauga County,181060.4,209491.5,213187.67,,,,,,
26624,2596,Prichard,City,AL,Mobile,Mobile County,35285.59,35500.25,33296.67,,,,,,
54049,18171,Ralph,City,AL,Tuscaloosa,Tuscaloosa County,159260.87,186201.92,194080.67,,,,,,
26926,5642,Salem,City,AL,Auburn-Opelika,Lee County,160522.02,198573.5,208698.33,,,,,,
26971,4536,Saraland,City,AL,Mobile,Mobile County,127034.9,156024.5,166062.33,,,,,,
15976,7719,Satsuma,City,AL,Mobile,Mobile County,138257.38,168933.17,177018.67,,,,,,
27029,3905,Selma,City,AL,Selma,Dallas County,41804.63,48173.08,49384.67,,,,,,
20417,3219,Semmes,City,AL,Mobile,Mobile County,137294.11,161893.75,172494.67,,,,,,
50089,2383,Smiths,City,AL,Auburn-Opelika,Lee County,119858.21,139058.08,148726.67,,,,,,
106858,10367,Smiths Station,City,AL,Auburn-Opelika,Lee County,144231.87,167356.58,178782.0,,,,,,
50142,4090,Spanish Fort,City,AL,Daphne-Fairhope-Foley,Baldwin County,226813.32,264680.83,279335.0,,,,,,
9754,12734,Stockton,City,AL,Daphne-Fairhope-Foley,Baldwin County,127807.59,147013.58,158900.33,,,,,,
20707,9081,Summerdale,City,AL,Daphne-Fairhope-Foley,Baldwin County,135327.54,179522.0,190735.0,,,,,,
41216,2665,Theodore,City,AL,Mobile,Mobile County,112883.82,134896.0,143160.33,,,,,,
14208,316,Tuscaloosa,City,AL,Tuscaloosa,Tuscaloosa County,148370.03,168342.83,175980.33,,,,,,
21034,11113,Valley Grande,City,AL,Selma,Dallas County,114079.01,137293.67,143110.67,,,,,,
34534,7487,Vance,City,AL,Tuscaloosa,Tuscaloosa County,136829.5,163867.17,170123.0,,,,,,
41789,11150,Woodstock,City,AL,Birmingham-Hoover,Bibb County,142249.74,165379.33,172434.67,,,,,,
16686,23625,Adona,City,AR,Little Rock-North Little Rock-Conway,Perry County,59423.84,63620.25,66763.0,,,,,,
15106,12248,Alma,City,AR,Fort Smith,Crawford County,127872.39,149407.58,153782.67,,,,,,
10121,11580,Amity,City,AR,Arkadelphia,Clark County,76762.77,89472.17,90028.0,,,,,,
30254,6585,Arkadelphia,City,AR,Arkadelphia,Clark County,89350.21,103514.5,106180.33,,,,,,
23537,5740,Atkins,City,AR,Russellville,Pope County,80182.48,98153.5,101194.33,,,,,,
37227,6137,Austin,City,AR,Little Rock-North Little Rock-Conway,Lonoke County,136117.38,148163.5,155575.67,,,,,,
37253,6959,Bald Knob,City,AR,Searcy,White County,73229.88,84384.67,91640.67,,,,,,
16889,9890,Barling,City,AR,Fort Smith,Sebastian County,99972.74,115469.0,120812.33,,,,,,
23610,2409,Batesville,City,AR,Batesville,Independence County,86988.27,103366.5,106474.0,,,,,,
37304,6900,Bauxite,City,AR,Little Rock-North Little Rock-Conway,Saline County,233100.95,267995.92,291157.0,,,,,,
23649,4692,Beebe,City,AR,Searcy,White County,113777.3,126381.5,137109.67,,,,,,
50940,16776,Beech Grove,City,AR,Paragould,Greene County,82014.83,100846.42,104674.0,,,,,,
50946,2218,Bella Vista,City,AR,Fayetteville-Springdale-Rogers,Benton County,151956.86,199005.58,220990.67,,,,,,
107870,14527,Bellefonte,City,AR,Harrison,Boone County,80115.33,97266.83,99230.67,,,,,,
50967,1874,Benton,City,AR,Little Rock-North Little Rock-Conway,Saline County,140334.4,157498.5,172490.67,,,,,,
16989,1089,Bentonville,City,AR,Fayetteville-Springdale-Rogers,Benton County,208336.52,267862.5,294366.67,,,,,,
50991,17101,Bethel Heights,City,AR,Fayetteville-Springdale-Rogers,Benton County,151652.16,200574.0,221531.67,,,,,,
30504,4059,Blytheville,City,AR,Blytheville,Mississippi County,62331.16,67069.67,68476.67,,,,,,
48719,8693,Bono,City,AR,Jonesboro,Craighead County,103697.4,128553.25,134010.67,,,,,,
21567,10791,Bradford,City,AR,Searcy,White County,56490.49,64661.33,67768.33,,,,,,
108029,28838,Briarcliff,City,AR,Mountain Home,Baxter County,106247.05,121620.83,128072.0,,,,,,
41990,8050,Brookland,City,AR,Jonesboro,Craighead County,115864.04,142174.25,147577.67,,,,,,
3862,3206,Bryant,City,AR,Little Rock-North Little Rock-Conway,Saline County,158031.73,175830.42,189881.33,,,,,,
9826,1599,Cabot,City,AR,Little Rock-North Little Rock-Conway,Lonoke County,145012.05,158355.75,166363.33,,,,,,
30687,13230,Caddo Valley,City,AR,Arkadelphia,Clark County,103870.32,119376.08,125482.0,,,,,,
28369,28769,Caldwell,City,AR,Forrest City,Saint Francis County,92489.2,110882.67,114617.0,,,,,,
51245,20646,Cammack Village,City,AR,Little Rock-North Little Rock-Conway,Pulaski County,179052.89,220467.17,229231.33,,,,,,
10715,8807,Carlisle,City,AR,Little Rock-North Little Rock-Conway,Lonoke County,88004.48,98519.25,98997.67,,,,,,
41874,14962,Casa,City,AR,Russellville,Yell County,64168.23,74056.83,76999.67,,,,,,
55355,11611,Cave Springs,City,AR,Fayetteville-Springdale-Rogers,Benton County,256567.13,315596.25,344918.67,,,,,,
17358,5574,Centerton,City,AR,Fayetteville-Springdale-Rogers,Benton County,156862.39,204004.67,225838.33,,,,,,
4030,27813,Central City,City,AR,Fort Smith,Sebastian County,123007.23,145196.08,152889.33,,,,,,
48741,27824,Charlotte,City,AR,Batesville,Independence County,95326.57,120126.25,123361.67,,,,,,
35297,15444,Colt,City,AR,Forrest City,Saint Francis County,65040.16,80800.58,83938.0,,,,,,
38004,536,Conway,City,AR,Little Rock-North Little Rock-Conway,Faulkner County,148596.74,171773.0,179375.33,,,,,,
34969,22985,Cord,City,AR,Batesville,Independence County,73827.61,96177.58,97205.33,,,,,,
14800,17385,Cotter,City,AR,Mountain Home,Baxter County,114196.7,134072.42,141059.0,,,,,,
31098,21151,Crawfordsville,City,AR,Memphis,Crittenden County,54707.26,63535.83,65834.33,,,,,,
21605,29449,Damascus,City,AR,Little Rock-North Little Rock-Conway,Faulkner County,100635.58,118136.83,122654.33,,,,,,
55357,12907,Decatur,City,AR,Fayetteville-Springdale-Rogers,Benton County,104151.02,155318.75,170404.0,,,,,,
8239,17827,Desha,City,AR,Batesville,Independence County,76530.21,93583.42,95980.33,,,,,,
44931,20370,Diamond City,City,AR,Harrison,Boone County,71953.36,84806.0,85104.0,,,,,,
35650,20247,Doddridge,City,AR,Texarkana,Miller County,67909.26,84055.5,89756.0,,,,,,
15392,6443,Dover,City,AR,Russellville,Pope County,101058.35,124688.33,128378.0,,,,,,
11187,29449,Dyer,City,AR,Fort Smith,Crawford County,113623.71,131314.75,133091.0,,,,,,
45089,29449,Edmondson,City,AR,Memphis,Crittenden County,53591.66,56723.08,58307.0,,,,,,
4547,20073,Elizabeth,City,AR,Mountain Home,Baxter County,108325.08,140613.67,148054.0,,,,,,
4555,19471,Elkins,City,AR,Fayetteville-Springdale-Rogers,Washington County,123051.6,158231.83,172038.67,,,,,,
31412,16044,Elm Springs,City,AR,Fayetteville-Springdale-Rogers,Washington County,253499.96,316709.08,348214.67,,,,,,
28573,14974,Emerson,City,AR,Magnolia,Columbia County,54647.63,81719.0,80221.33,,,,,,
38393,21852,Emmet,City,AR,Hope,Nevada County,41365.32,53204.17,58012.0,,,,,,
9882,15690,Everton,City,AR,Harrison,Boone County,41379.63,60550.42,66386.0,,,,,,
4693,7654,Farmington,City,AR,Fayetteville-Springdale-Rogers,Washington County,155818.98,197243.83,213431.67,,,,,,
31543,516,Fayetteville,City,AR,Fayetteville-Springdale-Rogers,Washington County,179705.67,229023.5,246895.67,,,,,,
11453,16165,Floral,City,AR,Batesville,Independence County,79219.49,102111.92,105854.33,,,,,,
24750,5117,Forrest City,City,AR,Forrest City,Saint Francis County,42773.35,44577.42,45207.67,,,,,,
38583,457,Fort Smith,City,AR,Fort Smith,Sebastian County,103689.68,118568.5,124790.33,,,,,,
4789,11408,Fouke,City,AR,Texarkana,Miller County,88937.88,113024.83,119420.67,,,,,,
18240,23211,Gamaliel,City,AR,Mountain Home,Baxter County,129214.62,153946.75,160367.33,,,,,,
31702,10049,Garfield,City,AR,Fayetteville-Springdale-Rogers,Benton County,192357.68,256539.08,288714.0,,,,,,
11583,9989,Gassville,City,AR,Mountain Home,Baxter County,90041.16,102388.83,107758.67,,,,,,
28529,14567,Gentry,City,AR,Fayetteville-Springdale-Rogers,Benton County,107216.89,149889.0,162339.0,,,,,,
50193,14438,Goshen,City,AR,Fayetteville-Springdale-Rogers,Washington County,353314.55,448956.0,476215.67,,,,,,
38776,7747,Gravette,City,AR,Fayetteville-Springdale-Rogers,Benton County,131221.62,184365.5,200786.67,,,,,,
45553,3884,Greenbrier,City,AR,Little Rock-North Little Rock-Conway,Faulkner County,150245.66,174158.33,182894.33,,,,,,
31870,4122,Greenwood,City,AR,Fort Smith,Sebastian County,123926.91,146333.83,150941.33,,,,,,
55949,22131,Griffithville,City,AR,Searcy,White County,60058.97,74011.92,80080.33,,,,,,
52361,24884,Gurdon,City,AR,Arkadelphia,Clark County,31378.78,35257.33,36328.67,,,,,,
24998,10915,Hackett,City,AR,Fort Smith,Sebastian County,100992.13,124355.67,126907.67,,,,,,
18475,7527,Harrisburg,City,AR,Jonesboro,Poinsett County,61757.29,77381.83,79179.33,,,,,,
18477,5976,Harrison,City,AR,Harrison,Boone County,95144.86,111048.17,114125.0,,,,,,
25060,20676,Haskell,City,AR,Little Rock-North Little Rock-Conway,Saline County,122390.62,140644.83,148982.33,,,,,,
55685,13610,Hector,City,AR,Russellville,Pope County,76457.82,98311.92,100265.33,,,,,,
52479,6190,Helena - West Helena,City,AR,Helena-West Helena,Phillips County,24665.57,24340.75,25240.0,,,,,,
55690,23509,Henderson,City,AR,Mountain Home,Baxter County,107599.45,128473.0,135472.0,,,,,,
38962,7843,Hensley,City,AR,Little Rock-North Little Rock-Conway,Saline County,229484.52,254950.83,269103.0,,,,,,
21844,22786,Heth,City,AR,Forrest City,Saint Francis County,69248.3,74019.33,71897.33,,,,,,
45736,18998,Higginson,City,AR,Searcy,White County,101179.89,113891.33,120406.67,,,,,,
109121,20499,Highfill,City,AR,Fayetteville-Springdale-Rogers,Benton County,140026.06,200742.75,221942.33,,,,,,
5173,10537,Hindsville,City,AR,Fayetteville-Springdale-Rogers,Madison County,146991.48,184745.08,192312.0,,,,,,
45816,22148,Horseshoe Lake,City,AR,Memphis,Crittenden County,66993.97,78675.33,81312.33,,,,,,
52580,770,Hot Springs,City,AR,Hot Springs,Garland County,131304.19,160105.67,172249.0,,,,,,
39048,3729,Hot Springs Village,City,AR,Little Rock-North Little Rock-Conway,Saline County,173217.49,193888.0,210733.33,,,,,,
23234,15552,Huntington,City,AR,Fort Smith,Sebastian County,93025.02,121622.58,121912.33,,,,,,
12015,5720,Huntsville,City,AR,Fayetteville-Springdale-Rogers,Madison County,93592.05,111459.83,116956.33,,,,,,
12087,1430,Jacksonville,City,AR,Little Rock-North Little Rock-Conway,Pulaski County,102158.72,107534.75,113445.0,,,,,,
42461,23413,Jefferson,City,AR,Pine Bluff,Jefferson County,86922.6,98074.42,100780.0,,,,,,
57213,10013,Jessieville,City,AR,Hot Springs,Garland County,69634.42,87530.83,92833.67,,,,,,
8724,13590,Johnson,City,AR,Fayetteville-Springdale-Rogers,Washington County,160603.99,202849.25,220362.0,,,,,,
18765,568,Jonesboro,City,AR,Jonesboro,Craighead County,131777.06,155154.5,161207.33,,,,,,
45972,6510,Judsonia,City,AR,Searcy,White County,86385.83,96940.58,105061.67,,,,,,
32312,20139,Kingston,City,AR,Harrison,Newton County,96657.87,115336.5,119657.67,,,,,,
35547,22148,Lafe,City,AR,Paragould,Greene County,66905.04,80560.0,83121.67,,,,,,
52846,9792,Lake City,City,AR,Jonesboro,Craighead County,80197.99,94902.75,94879.67,,,,,,
52854,14614,Lake Hamilton,City,AR,Hot Springs,Garland County,259398.72,295982.42,326748.67,,,,,,
52875,15087,Lakeview,City,AR,Mountain Home,Baxter County,130195.39,146213.83,155704.33,,,,,,
46172,21266,Lavaca,City,AR,Fort Smith,Sebastian County,105057.66,124790.83,130159.33,,,,,,
18970,14802,Leachville,City,AR,Blytheville,Mississippi County,40805.57,49102.75,49097.0,,,,,,
39384,16519,Lead Hill,City,AR,Harrison,Boone County,63926.41,70827.58,73544.33,,,,,,
16376,18273,Leola,City,AR,Little Rock-North Little Rock-Conway,Grant County,67833.59,70603.75,71939.33,,,,,,
5614,13322,Lepanto,City,AR,Jonesboro,Poinsett County,34667.93,45680.25,47819.33,,,,,,
5639,8829,Lincoln,City,AR,Fayetteville-Springdale-Rogers,Washington County,109960.94,147575.25,155821.67,,,,,,
109470,9501,Little Flock,City,AR,Fayetteville-Springdale-Rogers,Benton County,211284.92,287205.58,318283.67,,,,,,
52998,153,Little Rock,City,AR,Little Rock-North Little Rock-Conway,Pulaski County,145553.68,158685.83,161345.0,,,,,,
36146,18909,Locust Grove,City,AR,Batesville,Independence County,73741.26,92778.42,95604.67,,,,,,
46295,13392,London,City,AR,Russellville,Pope County,99686.37,121651.75,125946.0,,,,,,
5692,4954,Lonoke,City,AR,Little Rock-North Little Rock-Conway,Lonoke County,111744.13,121098.92,122556.67,,,,,,
56464,17124,Lonsdale,City,AR,Little Rock-North Little Rock-Conway,Saline County,257932.5,304976.25,328222.0,,,,,,
49424,3791,Lowell,City,AR,Fayetteville-Springdale-Rogers,Benton County,155838.93,207461.42,227697.33,,,,,,
39569,3380,Magnolia,City,AR,Magnolia,Columbia County,80256.98,99362.75,101368.33,,,,,,
39577,7207,Malvern,City,AR,Malvern,Hot Spring County,45700.59,48947.67,49160.0,,,,,,
49557,5647,Marion,City,AR,Memphis,Crittenden County,144093.15,163080.25,167799.0,,,,,,
32708,12235,Marked Tree,City,AR,Jonesboro,Poinsett County,39300.35,47639.5,49199.0,,,,,,
53198,2695,Maumelle,City,AR,Little Rock-North Little Rock-Conway,Pulaski County,207348.18,219002.58,226881.0,,,,,,
12624,8541,Mayflower,City,AR,Little Rock-North Little Rock-Conway,Faulkner County,122745.64,138126.92,146089.67,,,,,,
109652,16695,McNeil,City,AR,Magnolia,Columbia County,54762.26,51439.17,52438.0,,,,,,
109654,12248,McRae,City,AR,Searcy,White County,88387.12,100933.58,110631.67,,,,,,
109683,22487,Midway,City,AR,Mountain Home,Baxter County,122029.84,137164.92,144837.67,,,,,,
109747,28986,Moorefield,City,AR,Batesville,Independence County,102470.12,118306.42,121647.0,,,,,,
32997,2185,Mountain Home,City,AR,Mountain Home,Baxter County,121456.85,136781.17,146259.0,,,,,,
53456,12454,Mountainburg,City,AR,Fort Smith,Crawford County,88566.68,107836.08,110379.33,,,,,,
12969,14327,Newark,City,AR,Batesville,Independence County,72845.52,89888.33,89292.0,,,,,,
12996,15853,Norfork,City,AR,Mountain Home,Baxter County,127244.61,156287.42,162785.0,,,,,,
40057,670,North Little Rock,City,AR,Little Rock-North Little Rock-Conway,Pulaski County,102454.82,109908.5,114558.33,,,,,,
109963,12965,Oak Grove Heights,City,AR,Paragould,Greene County,102655.79,128586.42,134106.33,,,,,,
30010,11540,Omaha,City,AR,Harrison,Boone County,123443.02,149281.58,156169.0,,,,,,
6351,11411,Osceola,City,AR,Blytheville,Mississippi County,68267.6,69121.0,71300.0,,,,,,
33305,14952,Palestine,City,AR,Forrest City,Saint Francis County,55508.5,69477.33,73487.67,,,,,,
40235,12436,Pangburn,City,AR,Searcy,White County,102806.56,117259.25,124931.67,,,,,,
19837,1957,Paragould,City,AR,Paragould,Greene County,98385.42,119829.58,124424.0,,,,,,
396060,12243,Parkers-Iron Springs,City,AR,Little Rock-North Little Rock-Conway,Pulaski County,97099.21,107732.25,109338.33,,,,,,
47006,17371,Paron,City,AR,Little Rock-North Little Rock-Conway,Saline County,382549.41,481751.08,503242.67,,,,,,
47036,7650,Pea Ridge,City,AR,Fayetteville-Springdale-Rogers,Benton County,133269.83,183874.25,202620.67,,,,,,
33365,11627,Pearcy,City,AR,Hot Springs,Garland County,150838.68,179219.92,193085.67,,,,,,
19908,21587,Perry,City,AR,Little Rock-North Little Rock-Conway,Perry County,59888.29,68021.83,71440.0,,,,,,
6477,11362,Perryville,City,AR,Little Rock-North Little Rock-Conway,Perry County,72967.92,86940.92,89796.33,,,,,,
19944,1147,Pine Bluff,City,AR,Pine Bluff,Jefferson County,46925.17,50478.58,52041.0,,,,,,
33431,9882,Piney,City,AR,Hot Springs,Garland County,126102.48,155633.33,165130.67,,,,,,
6527,13692,Plainview,City,AR,Russellville,Yell County,48428.12,60426.33,64689.0,,,,,,
36105,17600,Pleasant Plains,City,AR,Batesville,Independence County,74027.68,92939.58,98235.33,,,,,,
29987,10616,Pottsville,City,AR,Russellville,Pope County,113808.3,137558.42,142178.33,,,,,,
53996,6298,Prairie Grove,City,AR,Fayetteville-Springdale-Rogers,Washington County,141803.62,183015.33,198552.67,,,,,,
47230,19337,Prescott,City,AR,Hope,Nevada County,29108.12,33465.5,34377.67,,,,,,
26710,11007,Redfield,City,AR,Pine Bluff,Jefferson County,107614.02,122628.33,126184.0,,,,,,
110408,10152,Rockwell,City,AR,Hot Springs,Garland County,207172.2,245138.92,260978.67,,,,,,
26820,671,Rogers,City,AR,Fayetteville-Springdale-Rogers,Benton County,164008.83,218794.67,241130.0,,,,,,
47441,16358,Romance,City,AR,Searcy,White County,123664.65,143766.92,147886.67,,,,,,
22803,12287,Rose Bud,City,AR,Searcy,White County,101397.84,120477.67,126990.0,,,,,,
6853,10429,Royal,City,AR,Hot Springs,Garland County,166236.44,203175.0,217114.67,,,,,,
47476,9870,Rudy,City,AR,Fort Smith,Crawford County,111433.47,135486.17,138717.67,,,,,,
13631,1321,Russellville,City,AR,Russellville,Pope County,112220.46,135630.33,139662.0,,,,,,
9533,14438,Salem,City,AR,Little Rock-North Little Rock-Conway,Saline County,419037.28,490954.08,515475.0,,,,,,
13719,25520,Saratoga,City,AR,Hope,Hempstead County,48531.95,55112.83,57104.67,,,,,,
54343,17042,Scott,City,AR,Little Rock-North Little Rock-Conway,Lonoke County,177897.1,197058.75,205042.0,,,,,,
13750,1480,Searcy,City,AR,Searcy,White County,127158.31,139300.83,147249.0,,,,,,
40849,18256,Shannon Hills,City,AR,Little Rock-North Little Rock-Conway,Saline County,132072.95,141924.67,151895.0,,,,,,
50342,4438,Sheridan,City,AR,Little Rock-North Little Rock-Conway,Grant County,54745.16,60923.08,62470.67,,,,,,
20468,1774,Sherwood,City,AR,Little Rock-North Little Rock-Conway,Pulaski County,143376.84,153657.67,158848.33,,,,,,
7074,2735,Siloam Springs,City,AR,Fayetteville-Springdale-Rogers,Benton County,130123.86,172233.58,187249.67,,,,,,
110656,16519,South Lead Hill,City,AR,Harrison,Boone County,64893.49,75840.83,77683.67,,,,,,
7217,674,Springdale,City,AR,Fayetteville-Springdale-Rogers,Washington County,140343.82,187989.92,206497.0,,,,,,
20703,18664,Sulphur Rock,City,AR,Batesville,Independence County,89825.19,111827.92,113476.33,,,,,,
34240,16464,Taylor,City,AR,Magnolia,Columbia County,54918.28,68254.67,72740.0,,,,,,
54675,1499,Texarkana,City,AR,Texarkana,Miller County,88701.98,106886.67,109227.0,,,,,,
56989,12318,Traskwood,City,AR,Little Rock-North Little Rock-Conway,Saline County,225056.88,246963.75,258296.33,,,,,,
16270,5695,Trumann,City,AR,Jonesboro,Poinsett County,53561.88,69173.42,73382.67,,,,,,
48074,26975,Tyronza,City,AR,Jonesboro,Poinsett County,41325.48,50645.33,51964.0,,,,,,
34526,29449,Valley Springs,City,AR,Harrison,Boone County,79189.38,97693.75,97970.0,,,,,,
7668,1744,Van Buren,City,AR,Fort Smith,Crawford County,105299.48,122551.67,125280.67,,,,,,
48276,5681,Vilonia,City,AR,Little Rock-North Little Rock-Conway,Faulkner County,144530.1,164251.0,172028.33,,,,,,
34625,29449,Waldo,City,AR,Magnolia,Columbia County,39034.54,40505.92,42811.67,,,,,,
9412,6188,Ward,City,AR,Little Rock-North Little Rock-Conway,Lonoke County,112395.63,124519.0,130314.67,,,,,,
55077,19674,Weiner,City,AR,Jonesboro,Poinsett County,51156.64,63250.92,63168.0,,,,,,
23344,21508,Wesley,City,AR,Fayetteville-Springdale-Rogers,Madison County,110693.02,135724.83,141236.33,,,,,,
34737,7248,West Fork,City,AR,Fayetteville-Springdale-Rogers,Washington County,129691.15,175233.75,190040.33,,,,,,
14564,2400,West Memphis,City,AR,Memphis,Crittenden County,74252.88,76246.42,79176.67,,,,,,
36992,23160,West Point,City,AR,Searcy,White County,44925.7,45269.25,49247.0,,,,,,
14613,3360,White Hall,City,AR,Pine Bluff,Jefferson County,86077.92,97424.25,101327.0,,,,,,
9292,10400,Winslow,City,AR,Fayetteville-Springdale-Rogers,Washington County,142943.63,176957.58,176272.33,,,,,,
29388,28167,Wooster,City,AR,Little Rock-North Little Rock-Conway,Faulkner County,183894.8,214112.0,227486.0,,,,,,
16692,18938,Aguila,City,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,216634.17,298121.42,327748.67,,,,,,
37066,10005,Ajo,City,AZ,Tucson,Pima County,70650.47,76495.17,86147.67,,,,,,
34971,19337,Amado,City,AZ,Tucson,Pima County,103117.82,152890.58,168959.33,,,,,,
3418,2574,Anthem,City,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,273070.96,374440.67,419977.67,,,,,,
30233,1042,Apache Junction,City,AZ,Phoenix-Mesa-Scottsdale,Pinal County,158012.56,249083.08,278342.67,,,,,,
3443,28087,Arivaca,City,AZ,Tucson,Pima County,109579.31,131218.75,151776.33,,,,,,
10226,633,Avondale,City,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,167659.1,264225.92,299268.33,,,,,,
37359,29449,Bellemont,City,AZ,Flagstaff,Coconino County,237867.87,321869.17,351363.67,,,,,,
3869,1009,Buckeye,City,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,170121.14,264091.83,299303.0,,,,,,
30651,1387,Bullhead City,City,AZ,Lake Havasu City-Kingman,Mohave County,158820.82,225869.33,248242.33,,,,,,
44421,4270,Camp Verde,City,AZ,Prescott,Yavapai County,198957.33,282060.33,315607.67,,,,,,
23952,11565,Carefree,City,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,676929.55,840574.58,941046.67,,,,,,
10727,616,Casa Grande,City,AZ,Phoenix-Mesa-Scottsdale,Pinal County,141058.23,211732.83,235844.33,,,,,,
111627,2069,Catalina Foothills,City,AZ,Tucson,Pima County,410050.66,503966.5,546280.33,,,,,,
30794,4308,Cave Creek,City,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,487318.97,635137.67,701826.67,,,,,,
17384,88,Chandler,City,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,250558.43,359008.92,401103.33,,,,,,
10816,4402,Chino Valley,City,AZ,Prescott,Yavapai County,219475.12,322882.58,363489.67,,,,,,
21624,11522,Clarkdale,City,AZ,Prescott,Yavapai County,204435.52,277294.33,311879.0,,,,,,
